Item Code,Brand ,Model,Type,Reel Type,Length,Joint Type,Power,Power Category,Lure Weight,Action,Material,Guide,Reel Seat,Price,Discount,CR,GV,Warranty,After Discount,Final Price,Balance
393529,Lemax,Squid Game,Casting,Spinning,"6'6""",2PCS,6 - 12 LB,Medium,5-20G,Moderate - Fast,Graphite,Normal,Normal,RM135,,,RM 10,0,RM 135,RM 125,0
113542,Daiwa,Revros Ex,Casting,Spinning,"6'6""",2PCS,6 - 14 LB,Medium,6-18G,Fast,Graphite,Fuji,Normal,RM235,,,RM 10,0,RM 235,RM 225,0
713702,Ugly Stik,GX2 USGXSP,Casting,Spinning,"6'6""",2PCS,6 - 15 LB,Medium,0,Moderate,Graphite,Normal,Normal,RM145,,,RM 10,0,RM 145,RM 135,0
843137,Bullzen,Camo Blade XLE,Casting,Spinning,"6'6""",2PCS,12 - 25 LB,Medium Heavy,1/2 - 1 1/4oz,Fast,Carbon,Normal,Normal,RM160,,,RM 10,0,RM 160,RM 150,0
843098,Bullzen,Zeus,Casting,Spinning,"6'6""",2PCS,12 - 25 LB,Medium Heavy,10-30G,Fast,Carbon,Fuji,Normal,RM241,,,RM 20,0,RM 241,RM 221,0
713314,Berkley,17' Bass Patrol,Casting,Spinning,"6'6""",2PCS,12 - 30 LB,Heavy,1/4 - 1 1/2,Fast,(Comp),Normal,Normal,RM169,,,RM 10,0,RM 169,RM 159,0
713711,Ugly Stik,Tiger,Casting,Spinning,"6'6""",2PCS,15 - 30 LB,Heavy,1/2 - 3oz,Moderate - Fast,(Comp),Normal,Fuji,RM259,,,RM 20,0,RM 259,RM 239,0
153536,Abu Garcia,Conolon,Casting,Spinning,"6'6""",2PCS,15 - 30 LB,Heavy,14-60G,Fast,Carbon,Normal,Normal,RM129,,,,0,RM 129,RM 129,0
393159,Lemax,Royal President,Casting,Spinning,"6'6""",2PCS,10 - 25 LB,Medium Heavy,40G Max,Moderate - Fast,Graphite,SiC,Normal,RM115,,,RM 10,0,RM 115,RM 105,0
303003,Expert Graphite,Masterhand,Casting,Spinning,"6'6""",2PCS,10 - 25 LB,Medium Heavy,30G Max,Moderate - Fast,Graphite,Fuji,Fuji,RM275,RM 30,,RM 20,12M,RM 245,RM 225,0
233313,Asuka,Arowana V3,Casting,Spinning,"6'6""",2PCS,12 - 25 LB,Medium Heavy,3/8 - 1 1/2oz,Fast,(Comp),Normal,Fuji,RM89,,,,0,RM 89,RM 89,0
263391,Eupro,Rancher Advanced,Casting,Spinning,"6'6""",2PCS,10 - 25 LB,Medium Heavy,10 - 40G,Moderate - Fast,Graphite,Normal,Normal,RM140,,,RM 10,0,RM 140,RM 130,0
263434,Eupro,Crazy Horse XDG2,Casting,Spinning,"6'6""",2PCS,10 - 25 LB,Medium Heavy,35G,Fast,Graphite,Normal,Normal,RM263434,,,RM 10,0,RM 263434,RM 263424,0
263458,Eupro,Confidence,Casting,Spinning,"6'6""",2PCS,10 - 25 LB,Medium Heavy,30G,Moderate - Fast,(Comp),Normal,Normal,RM150,,,RM 10,0,RM 150,RM 140,0
153137,Penn,13' Captiva XT,Casting,Spinning,"6'6""",2PCS,10 - 30 LB,Heavy,24G,Fast,(Comp),Normal,Normal,RM139,,,,0,RM 139,RM 139,0
103630,Seahawk,Solid Strike,Casting,Spinning,"6'6""",2PCS,12 - 25 LB,Medium Heavy,15 - 35G,Moderate - Fast,Carbon,Normal,Normal,RM135,,,RM 10,0,RM 135,RM 125,0
103206,Seahawk,Ryoku,Casting,Spinning,"6'6""",2PCS,12 - 25 LB,Medium Heavy,10 - 30G,Moderate,(Comp),Normal,Normal,RM85,,,,0,RM 85,RM 85,0
393028,Lemax,Bombermax,Casting,Spinning,"6'6""",2PCS,10 - 25 LB,Medium Heavy,12 - 40G,Moderate - Fast,Graphite,Normal,Normal,RM85,,,,0,RM 85,RM 85,0
393366,Lemax,Warrior War,Casting,Spinning,"6'6""",2PCS,10 - 25 LB,Medium Heavy,12 - 50G,Fast,Graphite,SiC,Fuji,RM165,RM 20,,RM 10,0,RM 145,RM 135,0
393574,Lemax,Raptor-X,Casting,Spinning,"6'6""",2PCS,10 - 25 LB,Medium Heavy,12 - 30G,Moderate - Fast,(Comp),SiC,Normal,RM105,,,RM 10,0,RM 105,RM 95,0
393230,Lemax,Tiger Power,Casting,Spinning,"6'6""",2PCS,10 - 25 LB,Medium Heavy,15 - 80G,Slow,(Comp),Normal,Normal,RM75,,,RM 10,0,RM 75,RM 65,0
813253,Viper,Ranger FW,Casting,Spinning,"6'6""",2PCS,10 - 25 LB,Medium Heavy,10 - 45G,Fast,Graphite,Normal,Normal,RM155,,,RM 10,0,RM 155,RM 145,0
713514,Penn,13' Squadron,Casting,Spinning,"6'6""",2PCS,10 - 25 LB,Medium Heavy,0,Extra Fast,(Comp),Normal,Normal,RM159,,,RM 10,0,RM 159,RM 149,0
993161,EXP,Triton Spinning,Casting,Spinning,"6'6""",2PCS,10 - 22 LB,Medium Heavy,10 - 30G,Fast,Carbon,Normal,Normal,RM190,,,RM 20,3M,RM 190,RM 170,0
263301,Eupro,X-Fury,Casting,Spinning,"6'6""",2PCS,10 - 20 LB,Medium Heavy,9 - 28G,Extra Fast,Graphite,Fuji,Normal,RM190,,,RM 20,0,RM 190,RM 170,0
263324,Eupro,Z Stalker,Casting,Spinning,"6'6""",2PCS,10 - 20 LB,Medium Heavy,8 - 30G,Moderate - Fast,Carbon,SiC,Normal,RM130,,,RM 10,0,RM 130,RM 120,0
263357,Eupro,Dark Ranger,Casting,Spinning,"6'6""",2PCS,10 - 20 LB,Medium Heavy,8 - 30G,Extra Fast,Graphite,SiC,Normal,RM135,,,RM 10,0,RM 135,RM 125,0
824151,Storm,Silver Rage,Casting,Spinning,"6'6""",2PCS,10 - 20 LB,Medium Heavy,7 - 28G,Fast,Graphite,Normal,Normal,RM165,RM 20,,RM 10,0,RM 145,RM 135,0
543837,Shimano,23' Vengeance AS,Casting,Spinning,"6'6""",2PCS,10 - 20 LB,Medium Heavy,7 - 32G,Moderate - Fast,Carbon,Fuji,Fuji,RM215,,,,12M,RM 215,RM 215,0
303007,Expert Graphite,Blue Carbon II,Casting,Spinning,"6'6""",2PCS,10 - 20 LB,Medium Heavy,8 - 40G,Fast,Carbon,Fuji,Fuji,RM405,RM 40,,RM 30,12M,RM 365,RM 335,0
103531,Seahawk,Air Wolf,Casting,Spinning,"6'6""",2PCS,10 - 20 LB,Medium Heavy,10 - 28G,Fast,(Comp),Normal,Normal,RM85,,,,0,RM 85,RM 85,0
283654,Awa-Shima,Twitcher,Casting,Spinning,"6'6""",2PCS,10 - 20 LB,Medium Heavy,12 - 30G,Moderate,Carbon,Normal,Fuji,RM75,,,RM 10,1M,RM 75,RM 65,0
283594,Awa-Shima,Jerker III,Casting,Spinning,"6'6""",2PCS,10 - 20 LB,Medium Heavy,12 - 30G,Slow,Carbon,Normal,Normal,RM75,,,RM 10,1M,RM 75,RM 65,0
543893,Shimano,Stimula,Casting,Spinning,"6'6""",2PCS,10 - 15 LB,Medium,3/8 - 3/4 OZ,Fast,(Comp),Normal,Normal,RM95,,,,0,RM 95,RM 95,0
393504,Lemax,Spygame,Casting,Spinning,"6'6""",2PCS,8 - 25 LB,Medium Heavy,10 - 30G,Moderate - Fast,(Comp),Normal,Normal,RM115,,,RM 10,0,RM 115,RM 105,0
393385,Lemax,Red Fox,Casting,Spinning,"6'6""",2PCS,8 - 20 LB,Medium Heavy,10 -35G,Fast,(Comp),Normal,Normal,RM89,,,RM 10,0,RM 89,RM 79,0
393323,Lemax,Legend Evo,Casting,Spinning,"6'6""",2PCS,8 - 20 LB,Medium Heavy,7 - 25G,Slow - Moderate,(Comp),Normal,Normal,RM139,,,,0,RM 139,RM 139,0
393381,Lemax,Blue Fox,Casting,Spinning,"6'6""",2PCS,8 - 20 LB,Medium Heavy,10 - 35G,Moderate - Fast,(Comp),Normal,Normal,RM89,,,RM 10,0,RM 89,RM 79,0
393622,Lemax,Kingmax Extreme,Casting,Spinning,"6'6""",2PCS,8 - 20 LB,Medium Heavy,7 - 35G,Moderate - Fast,(Comp),Normal,Normal,RM89,,,RM 10,0,RM 89,RM 79,0
103227,Seahawk,Nemexus,Casting,Spinning,"6'6""",2PCS,8 - 20 LB,Medium Heavy,10 -25G,Fast,(Comp),Normal,Normal,RM109,,,RM 10,0,RM 109,RM 99,0
303166,Tokkou,Tactic X,Casting,Spinning,"6'6""",2PCS,8 - 20 LB,Medium Heavy,8 - 30G,Moderate - Fast,Graphite,Normal,Normal,RM125,,,RM 10,0,RM 125,RM 115,0
113592,Daiwa,24' Revros-R,Casting,Spinning,"6'6""",2PCS,8 - 20 LB,Medium Heavy,7 - 21G,Fast,Graphite,Fuji,Fuji,RM210,,,RM 10,0,RM 210,RM 200,0
103266,Team Seahawk,Expedition Awakening,Casting,Spinning,6'9'',BJ,30 - 50 LB,Heavy,40 - 80G,Fast,Carbon,Normal,Normal,RM230,,,RM 20,0,RM 230,RM 210,0
863060,Extend,Blue 70 Series,Casting,Spinning,7',BJ,20 - 40 LB,Heavy,8 - 36G,Fast,Carbon,Fuji,Fuji,RM197,,,RM 10,3M,RM 197,RM 187,0
863061,Extend,Blue 70 Series,Casting,Spinning,7',BJ,30 - 50 LB,Heavy,10 -38G,Moderate - Fast,Carbon,Fuji,Fuji,RM198,,,RM 10,3M,RM 198,RM 188,0
263307,Eupro,Bison Pro,Casting,Spinning,7',BJ,20 - 40 LB,Heavy,10 - 50G,Fast,Carbon,Fuji,Normal,RM180,,,RM 20,0,RM 180,RM 160,0
713517,Penn,Wrath II Boat,Jigging/ Bottom,Spinning,7',2PCS,2 - 3 PE,Medium Heavy,150 - 400G,Fast,(Comp),Titanium,Normal,RM229,,,RM 20,0,RM 229,RM 209,0
713524,Penn,15' Detonator Inshore,Casting,Spinning,7',2PCS,17 - 40 LB,Heavy,3/8 - 1 1/2 OZ,Moderate - Fast,Carbon,Normal,Fuji,RM279,,,RM 20,0,RM 279,RM 259,0
713017,Abu Garcia,18' Promax,Casting,Spinning,7',2PCS,17 - 40 LB,Heavy,1/2 - 3 OZ,Moderate - Fast,Graphite,Normal,Normal,RM200,,,RM 20,0,RM 200,RM 180,0
713303,Berkley,24' Fireflex,Casting,Spinning,7',2PCS,17 - 40 LB,Heavy,15 - 60G,Slow - Moderate,(Comp),Normal,Normal,RM179,,,RM 10,0,RM 179,RM 169,0
713315,Berkley,17' Basspatrol (Blue),Casting,Spinning,7',2PCS,15 - 40 LB,Heavy,3/8 - 2 OZ,Moderate - Fast,(Comp),Normal,Normal,RM179,,,RM 10,0,RM 179,RM 169,0
663022,Ashino,Seagate,Casting,Spinning,7',2PCS,15 - 30 LB,Medium Heavy,80 - 160G,Moderate,Carbon,Normal,Normal,RM99,,,RM 10,0,RM 99,RM 89,0
263102,Eupro,Tornado Spin,Casting,Spinning,7',2PCS,15 - 30 LB,Medium Heavy,0,Moderate,(Comp),Normal,Normal,RM155,,,RM 20,0,RM 155,RM 135,0
263019,Eupro,Conquerer,Casting,Spinning,7',2PCS,15 - 30 LB,Medium Heavy,0,Moderate - Fast,(Comp),Normal,Normal,RM155,,,RM 10,0,RM 155,RM 145,0
263372,Eupro,Monster Kingbar,Casting,Spinning,7',2PCS,15 - 30 LB,Medium Heavy,0,Fast,(Comp),Normal,Normal,RM140,,,RM 10,0,RM 140,RM 130,0
113525,Daiwa,22' Phantom Snapper,Casting,Spinning,7',2PCS,15 - 30 LB,Medium Heavy,100G Max,Fast,Graphite,Fuji,Normal,RM170,,,RM 10,0,RM 170,RM 160,2
843099,Bullzen,Zeus,Casting,Spinning,7',2PCS,12 - 25 LB,Medium Heavy,10 - 30G,Moderate - Fast,Carbon,Fuji,Normal,RM252,,,RM 20,0,RM 252,RM 232,0
863180,Extend,Shark 14,Casting,Spinning,7',2PCS,10 - 20 LB,Medium,7 - 23G,Moderate,Graphite,Fuji,Fuji,RM99,,,RM 10,3M,RM 99,RM 89,0
103207,Seahawk,Ryoku,Casting,Spinning,7',2PCS,15 - 30 LB,Heavy,14 - 40G,Moderate,(Comp),Normal,Normal,RM89,,,,0,RM 89,RM 89,0
103476,Seahawk,Highlander,Casting,Spinning,7',2PCS,15 - 30 LB,Heavy,18 - 40G,Extra Fast,(Comp),Normal,Normal,RM110,,,RM 10,0,RM 110,RM 100,0
103569,Seahawk,Power Seven,Casting,Spinning,7',2PCS,15 - 30 LB,Heavy,20 - 50G,Moderate,(Comp),Normal,Normal,RM69,,,,0,RM 69,RM 69,0
713520,Penn,13' Squadron,Casting,Spinning,7',2PCS,12 - 30 LB,Heavy,0,Moderate - Fast,(Comp),Normal,Normal,RM169,,,RM 10,0,RM 169,RM 159,0
103554,Seahawk,Pollux,Casting,Spinning,7',2PCS,12 - 30 LB,Heavy,15 - 40G,Moderate,(Comp),Normal,Normal,RM100,,,RM 10,0,RM 100,RM 90,0
263435,Eupro,Crazy Horse XDG2,Casting,Spinning,7',2PCS,12 - 30 LB,Heavy,40G Max,Moderate,Graphite,Normal,Normal,RM145,,,RM 10,0,RM 145,RM 135,0
263452,Eupro,Twin Craft XDG2,Casting,Spinning,7',2PCS,12 - 30 LB,Heavy,12 - 45G,Moderate,Graphite,Normal,Normal,RM135,,,RM 10,0,RM 135,RM 125,0
263392,Eupro,Rancher Advanced XDG2,Casting,Spinning,7',2PCS,12 - 30 LB,Heavy,12 - 45G,Slow - Moderate,Graphite,Normal,Normal,RM145,,,RM 10,0,RM 145,RM 135,0
393331,Lemax,River Hunter,Casting,Spinning,7',2PCS,12 - 30 LB,Heavy,15 - 60G,Slow,(Comp),Normal,Normal,RM65,,,,0,RM 65,RM 65,0
393160,Lemax,Royal President,Casting,Spinning,7',2PCS,12 - 30 LB,Heavy,50G Max,Moderate - Fast,Graphite,SiC,Normal,RM115,,,RM 10,0,RM 115,RM 105,0
393575,Lemax,Raptor-X,Casting,Spinning,7',2PCS,12 - 30 LB,Heavy,15 - 40G,Moderate,(Comp),SiC,Normal,RM115,,,RM 10,0,RM 115,RM 105,0
263298,Eupro,Confidence,Casting,Spinning,7',2PCS,12 - 30 LB,Heavy,35G Max,Moderate,(Comp),Normal,Normal,RM160,,,RM 10,0,RM 160,RM 150,0
393485,Lemax,Red Diamond,Casting,Spinning,7',2PCS,12 - 30 LB,Heavy,10 - 50G,Slow,Graphite,Normal,Normal,RM135,,,RM 10,0,RM 135,RM 125,0
393029,Lemax,Bombermax,Casting,Spinning,7',2PCS,12 - 30 LB,Heavy,15 - 60G,Moderate,Graphite,Normal,Normal,RM95,,,,0,RM 95,RM 95,0
393231,Lemax,Tiger Power,Casting,Spinning,7',2PCS,12 - 30 LB,Heavy,20 - 100G,Slow,(Comp),Normal,Normal,RM85,,,RM 10,0,RM 85,RM 75,0
263402,Eupro,Force Riser,Casting,Spinning,7',2PCS,12 - 25 LB,Medium Heavy,15 - 30G,Moderate - Fast,(Comp),Normal,Normal,RM115,,,RM 10,0,RM 115,RM 105,0
993061,EXP,Explosion Spinning,Casting,Spinning,7',2PCS,12 - 20 LB,Medium Heavy,12 - 32G,Moderate - Fast,Carbon,Fuji,Normal,RM260,,,RM 20,0,RM 260,RM 240,0
393460,Lemax,Shadow Walker,Casting,Spinning,7',2PCS,12 - 25 LB,Medium Heavy,50G Max,Moderate - Fast,(Comp),Fuji,Normal,RM159,,,RM 10,0,RM 159,RM 149,0
103538,Seahawk,Combat Strike,Casting,Spinning,7',2PCS,12 - 25 LB,Medium Heavy,12 - 30G,Fast,(Comp),Normal,Normal,RM125,,,RM 10,0,RM 125,RM 115,0
283595,Awa-Shima,Jerker III,Casting,Spinning,7',2PCS,12 - 25 LB,Medium Heavy,15 - 35G,Slow,(Comp),Normal,Normal,RM75,,,RM 10,0,RM 75,RM 65,0
283655,Awa-Shima,Twitcher,Casting,Spinning,7',2PCS,12 - 25 LB,Medium Heavy,15 - 35G,Slow,(Comp),Normal,Normal,RM79,,,RM 10,0,RM 79,RM 69,0
303008,Expert Graphite,Blue Carbon II,Casting,Spinning,7',2PCS,12 - 25 LB,Medium Heavy,12 - 38G,Moderate,Carbon,Fuji,Normal,RM430,RM 40,,RM 30,0,RM 390,RM 360,0
393505,Lemax,Spy Game,Casting,Spinning,7',2PCS,10 - 30 LB,Heavy,12 - 35G,Slow - Moderate,(Comp),Normal,Normal,RM125,,,RM 10,0,RM 125,RM 115,0
263196,Eupro,Competition,Casting,Spinning,7',2PCS,10 - 25 LB,Medium Heavy,20 - 60G,Slow - Moderate,(Comp),Normal,Normal,RM205,RM 30,,,0,RM 175,RM 175,0
393596,Lemax,Gunfire,Casting,Spinning,7',2PCS,10 - 25 LB,Medium Heavy,10 - 50G,Slow - Moderate,(Comp),Normal,Normal,RM75,,,,0,RM 75,RM 75,0
393245,Lemax,River Monster,Casting,Spinning,7',2PCS,10 - 25 LB,Medium Heavy,60G Max,Moderate,(Comp),Normal,Normal,RM165,RM 20,,RM 10,0,RM 145,RM 135,0
393614,Lemax,Grand Storm,Casting,Spinning,7',2PCS,10 - 25 LB,Medium Heavy,10 - 35G,Moderate,(Comp),Normal,Normal,RM149,,,RM 10,0,RM 149,RM 139,0
393557,Lemax,Spidermax,Casting,Spinning,7',2PCS,10 - 25 LB,Medium Heavy,10 - 35G,Slow - Moderate,(Comp),Normal,Normal,RM109,,,RM 10,0,RM 109,RM 99,0
263325,Eupro,Z Stalker,Casting,Spinning,7',2PCS,10 - 25 LB,Medium Heavy,8 - 35G,Moderate,(Comp),SiC,Normal,RM140,,,RM 10,0,RM 140,RM 130,0
263212,Eupro,Twister,Casting,Spinning,7',2PCS,10 - 25 LB,Medium Heavy,30G,Slow - Moderate,(Comp),Normal,Normal,RM150,,,RM 10,0,RM 150,RM 140,0
263358,Eupro,Dark Ranger,Casting,Spinning,7',2PCS,10 - 25 LB,Medium Heavy,8 - 35G,Moderate,(Comp),SiC,Normal,RM140,,,RM 10,0,RM 140,RM 130,0
263401,Eupro,Captain G,Casting,Spinning,7',2PCS,10 - 25 LB,Medium Heavy,8 - 35G,Fast,(Comp),Fuji,Normal,RM170,,,RM 10,0,RM 170,RM 160,0
103487,Seahawk,Cross Range,Casting,Spinning,7',2PCS,12 - 25 LB,Medium Heavy,15 - 30G,Slow - Moderate,(Comp),Normal,Normal,RM110,,,RM 10,0,RM 110,RM 100,0
713900,Ugly Stik,Shakespeare BWS 1100,Casting,Spinning,7',2PCS,10 - 25 LB,Medium Heavy,0,Slow,(Comp),Fuji,Fuji,RM249,,,RM 20,5YRS,RM 249,RM 229,0
863176,Extend,Shark 21,Casting,Spinning,7',2PCS,10 - 20 LB,Medium Heavy,7 - 23G,Moderate - Fast,Carbon,Fuji,Fuji,RM148,,,RM 10,3M,RM 148,RM 138,0
283677,Relix Nusantara,Capung,Casting,Spinning,8'3'',2PCS,8 - 17 LB,Medium,10 - 30G,Slow - Moderate,(Comp),Sea,Fuji,RM159,,,,12M,RM 159,RM 159,0
813261,Zen,Zagan Shore Cast SW,Casting,Spinning,8'2'',BJ,50   LB,Extra Heavy,55 - 120G,Moderate,Carbon,SiC,Fuji,RM760,,,RM 50,12M,RM 760,RM 710,0
713304,Berkley,24' Fireflex,Casting,Spinning,8',2PCS,17 - 40 LB,Heavy,15 - 60G,Slow - Moderate,Graphite,Normal,Normal,RM189,,,RM 10,0,RM 189,RM 179,0
713007,Abu Garcia,24' Revo X,Casting,Spinning,8',2PCS,17 - 40 LB,Medium Heavy,15 - 60G,Moderate,(Comp),Normal,Normal,RM215,,,RM 20,0,RM 215,RM 195,0
113452,Daiwa,20' D-Blue,Casting,Spinning,8',2PCS,17 - 35 LB,Heavy,100G,Slow,Graphite,Normal,Normal,RM135,,,RM 10,0,RM 135,RM 125,0
263166,Eupro,Cyclon,Casting,Spinning,8',2PCS,15 - 40 LB,Heavy,0,Fast,(Comp),Normal,Normal,RM165,,,RM 20,0,RM 165,RM 145,0
393030,Lemax,Bombermax,Casting,Spinning,8',2PCS,15 - 40 LB,Heavy,20 - 80G,Moderate - Fast,Graphite,Normal,Normal,RM105,,,,0,RM 105,RM 105,0
153498,Berkley,21' River Monster 2,Casting,Spinning,"6'6""",2PCS,12 - 30 LB,Medium Heavy,1/2 - 2 OZ,Fast,(Comp),Normal,Normal,RM129,,,,0,RM 129,RM 129,0
153508,Berkley,21' River Monster 2,Casting,Spinning,7',2PCS,17 - 40 LB,Heavy, 1 - 3 OZ,Fast,(Comp),Normal,Normal,RM139,,,,0,RM 139,RM 139,0
153510,Ugly Stik,Tiger Lite BWS 2200,Casting,Spinning,"6'6""",1PCS,12 - 30 LB,Medium Heavy,0,Fast,(Comp),Fuji,Fuji,RM169,,,,5YRS,RM 169,RM 169,0
153511,Ugly Stik,Tiger Lite BWS 2200,Casting,Spinning,7',1PCS,14 - 40 LB,Heavy,0,Moderate - Fast,(Comp),Fuji,Fuji,RM199,,,,5YRS,RM 199,RM 199,0
153548,Fenwick,22' Eagle,Casting,Spinning,"6'6""",2PCS,10 - 20 LB,Medium Heavy,1/4 - 1 1/4 OZ,Fast,Graphite,Normal,Normal,RM159,,,,0,RM 159,RM 159,0
153552,Penn,23' Battlestick,Casting,Spinning,"6'6""",2PCS,15 - 30 LB,Heavy,3/8 - 2 OZ,Moderate - Fast,Carbon,Normal,Normal,RM99,,,,0,RM 99,RM 99,0
153473,Abu Garcia,20' Gambit-2,Casting,Spinning,"6'6""",2PCS,10 - 30 LB,Heavy,3/8 - 1 1/2 OZ,Moderate - Fast,Graphite,Fuji,Normal,RM159,,,,0,RM 159,RM 159,0
153413,Berkley,Cherrywood-2,Casting,Spinning,7',2PCS,8 - 17 LB,Medium,1/4 - 1 OZ,Moderate - Fast,(Comp),Normal,Normal,RM99,,,,0,RM 99,RM 99,0
153541,Abu Garcia,23' Suveran 2,Casting,Spinning,"6'6""",2PCS,15 - 30 LB,Heavy,14 - 60G,Fast,Graphite,Fuji,Normal,RM119,,,,0,RM 119,RM 119,0
